event_time,event_name,user_id,session_id,news_id,term,source,surface,message,payload_json
2025-10-23T04:59:03.166609+00:00,chat_response,user_cea7d5c3,sess_f3926fce8647,,,chat,sidebar,,"{""answer_len"": 125, ""latency_ms"": 2}"
2025-10-23T04:59:23.622742+00:00,session_start,user_cea7d5c3,sess_c3c8dd60a67e,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-23T04:59:33.491527+00:00,session_start,user_cea7d5c3,sess_971a816f8f30,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-23T05:00:03.403301+00:00,session_start,user_cea7d5c3,sess_55add0a3a281,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-23T05:03:30.219339+00:00,session_start,user_cea7d5c3,sess_e1ba6a2c8ccd,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-23T05:03:35.567119+00:00,chat_question,user_cea7d5c3,sess_e1ba6a2c8ccd,,,chat,sidebar,안녕,{}
2025-10-23T05:03:41.465265+00:00,chat_response,user_cea7d5c3,sess_e1ba6a2c8ccd,,,chat,sidebar,,"{""answer_len"": 222, ""latency_ms"": 5894}"
2025-10-23T05:48:05.895953+00:00,session_start,user_cea7d5c3,sess_f20953fe44fd,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-23T05:56:50.216175+00:00,session_start,user_cea7d5c3,sess_a9abfb48f8b0,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-24T00:46:14.691979+00:00,session_start,user_cea7d5c3,sess_cb5e8a006f65,,,,home,,"{""ua"": {}, ""note"": ""MVP session start""}"
2025-10-24T03:55:32.672594+00:00,news_click,user_cea7d5c3,sess_cb5e8a006f65,1,,list,home,,"{""title"": ""한국은행, 기준금리 동결 결정""}"
2025-10-24T03:55:32.780532+00:00,news_detail_open,user_cea7d5c3,sess_cb5e8a006f65,1,,,detail,,"{""title"": ""한국은행, 기준금리 동결 결정""}"
2025-10-24T04:57:53.922330+00:00,news_detail_back,user_cea7d5c3,sess_cb5e8a006f65,1,,,detail,,{}
